found_date,serial,mark,applicant,applicant_country,route,international_registration,office_action,office_action_date,filing_date,tsdr_status
2026-09-01,97352531,HUOZHIHUN,"Shanghai Zhuimeng Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97352531&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97352528,GOOYABM,Shi Chenglin,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97352528&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97352520,GEEKMACRO,Liu Langting,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97352520&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97352511,BYKAELER,"Shanghai Chongsheng Pet Products Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97352511&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97352504,BRAVODEAL,Xia Zhiyong,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97352504&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97352498,BINOOMI,Huang Bin,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97352498&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97352495,BIBDOO,Zeng Hongbin,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97352495&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97352477,GOARGIN,"Huang, Shaoxia",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97352477&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97350871,TIKAFU,"CHAOZHOU WUXING STAINLESS STEEL PRODUCTS CO.,LTD",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97350871&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97350851,BIZOUTER,"Shenzhen Yucan Technology Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97350851&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97350848,ANGELEYEQII,"Shenzhen Roco Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97350848&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97350845,YUJIE,Li Haihui,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97350845&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97350843,YECELINST,"Shenzhen Kailing Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97350843&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97350841,WYZOO,Wang Luojun,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97350841&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97350839,WURYYOE,Wu Qiumei,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97350839&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97350836,UMXXEON,Hu Siyuan,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97350836&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97350833,TOPSAILER,Wang Dianliang,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-07,https://tsdr.uspto.gov/#caseNumber=97350833&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346672,TG TONGU,"Chengdu Huajuyun Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346672&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346671,SZAGJ,Sun Hongyan,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346671&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346668,PHILISOLAR,"Shenzhen Jiayancheng Investment Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346668&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346667,PETPICO,"Xiamen Shenglie cangsu Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346667&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346666,OROMI,Zhang Xingyue,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346666&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346665,NUEUDROP,Luo Qian,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346665&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346664,MOFFTI,Shen Binpan,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346664&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346662,MHOULA,"Shenzhen Meihua Electronic Commerce Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346662&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346661,LLBUCUO,Zeng Kexin,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346661&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346659,JNCRADIO,Chelegance co limited,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346659&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346658,JINEOLCG,Chen Limin,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346658&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346656,JESOOUK,"Huizhou Xinhezhong Industrial Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346656&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346646,ESSZYIE,Wang Zhenyu,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346646&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346640,CHOWFRAME,Zhou Kaimeng,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346640&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346636,TOFELF,Dengjun Wang,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346636&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346634,RAVOGIXY,Jiayuan Huang,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346634&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346630,MAGXBAR,"Shenzhen Innovation Bo Chun Digital Technology Co.,Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346630&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346629,KAIYANG,"Shantou Kaiyang Trading Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346629&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346628,LTK,"Cixi Zhongbang Electric Appliance Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346628&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346627,LTK,"Cixi Zhongbang Electric Appliance Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346627&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346624,HINREY,CEN HAN,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346624&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97346620,FLYORANGE,"Foshan Flyorange Electronic Commerce Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-04-05,https://tsdr.uspto.gov/#caseNumber=97346620&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97265161,RAGBYB,Mao Xingmiao,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-02-14,https://tsdr.uspto.gov/#caseNumber=97265161&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97262768,ANC POP,"YANCHENG BREDA SPORTS CO., LTD.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-02-11,https://tsdr.uspto.gov/#caseNumber=97262768&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97256887,OSMAR,"Lian Yang Plastic ?Shenzhen? Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-02-07,https://tsdr.uspto.gov/#caseNumber=97256887&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97256834,OSMAR,"Lian Yang Plastic ?Shenzhen? Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-02-07,https://tsdr.uspto.gov/#caseNumber=97256834&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97254887,CHAOPEIL,"Lv,Haiyan",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-02-06,https://tsdr.uspto.gov/#caseNumber=97254887&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97245808,VESTIMODO,YONG ZHOU,CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-01-31,https://tsdr.uspto.gov/#caseNumber=97245808&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97243351,IRONALITA,"Foshan Shengpintong Metal Products Co., Ltd",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-01-28,https://tsdr.uspto.gov/#caseNumber=97243351&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97242780,HISOMMET,"Ningbo Keruite Industry and Trade Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-01-27,https://tsdr.uspto.gov/#caseNumber=97242780&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97240726,SUNKEN PEARLS,"Shenzhen Harmon Furniture Hardware Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-01-26,https://tsdr.uspto.gov/#caseNumber=97240726&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,97240717,MODERN EDGE,"Shenzhen Harmon Furniture Hardware Trading Co., Ltd.",CN,Direct US application,,NON-FINAL ACTION E-MAILED,2026-08-31,2022-01-26,https://tsdr.uspto.gov/#caseNumber=97240717&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,79450698,ROOBOO,"Shenzhen Sitao Consulting Management Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-31,2026-03-06,https://tsdr.uspto.gov/#caseNumber=79450698&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,79449586,MINI FAMILY,"MINISO (Hengqin) Enterprise Management Co., Ltd.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-31,2026-03-31,https://tsdr.uspto.gov/#caseNumber=79449586&caseType=SERIAL_NO&searchType=statusSearch
2026-09-01,79449408,HSG,"HSG LASER CO., LTD.",CN,Madrid (66(a) designation),,NON-FINAL ACTION MAILED - REFUSAL SENT TO IB,2026-08-31,2026-03-11,https://tsdr.uspto.gov/#caseNumber=79449408&caseType=SERIAL_NO&searchType=statusSearch
